"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.306010042E0,-5.417234802E-1,2.021546173E0,9.470805359E0
3.316032042E0,-5.426216125E-1,2.028132477E0,9.454489288E0
3.326054042E0,-4.978646851E-1,2.046843567E0,9.506131897E0
3.336076042E0,-4.682263184E-1,2.039209442E0,9.530082092E0
3.346098042E0,-4.975653076E-1,2.036964111E0,9.554631042E0
3.356120042E0,-5.352868652E-1,2.004182281E0,9.536369019E0
3.366142042E0,-5.409750366E-1,1.991608429E0,9.572294312E0
3.376165042E0,-5.210664368E-1,1.993255005E0,9.610464935E0
3.386187042E0,-5.322930908E-1,1.992207184E0,9.655820618E0
3.396209042E0,-5.222639465E-1,1.984123993E0,9.668544159E0
3.406231042E0,-5.014572144E-1,1.992656250E0,9.635912018E0
3.416253042E0,-5.059478760E-1,1.991758118E0,9.564660187E0
3.426275042E0,-5.517526245E-1,2.008074188E0,9.489815826E0
3.436297042E0,-5.526507568E-1,2.030228119E0,9.445807343E0
3.446319042E0,-5.583389282E-1,2.040706329E0,9.423354034E0
3.456341042E0,-5.649252319E-1,2.050735474E0,9.416767731E0
3.466363042E0,-5.795947266E-1,2.061812439E0,9.408235474E0
3.476385042E0,-5.354365540E-1,2.059567108E0,9.437574463E0
3.486407042E0,-5.251080322E-1,2.040107574E0,9.506431274E0
3.496429042E0,-5.291496277E-1,2.032623138E0,9.538464661E0
3.506451042E0,-5.119354248E-1,2.024989014E0,9.604178009E0
3.516473042E0,-5.348377991E-1,2.010918274E0,9.649982758E0
3.526495042E0,-5.598358154E-1,2.004930725E0,9.678573303E0
3.536517375E0,-5.770500183E-1,2.000739441E0,9.705517273E0
3.546539375E0,-5.809419250E-1,2.002984772E0,9.661209412E0
3.556561375E0,-5.731581116E-1,2.017953644E0,9.600884857E0
3.566583375E0,-5.849835205E-1,2.022593994E0,9.565258942E0
3.576605375E0,-5.745053101E-1,2.039957886E0,9.529932404E0
3.586627375E0,-5.888754272E-1,2.045047302E0,9.502689056E0
3.596649375E0,-6.005511475E-1,2.049088898E0,9.530381470E0
3.606671375E0,-5.911207581E-1,2.051783295E0,9.586065674E0
3.616693375E0,-5.522016907E-1,2.028731232E0,9.625134430E0
3.626715375E0,-5.489085388E-1,2.018402710E0,9.615404663E0
3.636737375E0,-5.372328186E-1,2.005379791E0,9.594148865E0
3.646759375E0,-5.547463989E-1,2.021695862E0,9.561816101E0
3.656782375E0,-5.761518860E-1,2.004631348E0,9.582024078E0
3.666804375E0,-5.436694336E-1,1.993404694E0,9.582772522E0
3.676826375E0,-5.325924683E-1,2.011367340E0,9.543404388E0
3.686848375E0,-5.117857361E-1,2.017504578E0,9.535919952E0
3.696870375E0,-5.065466309E-1,1.982477417E0,9.529633026E0
3.706892375E0,-5.303471375E-1,2.006726990E0,9.527687073E0
3.716914375E0,-5.622308350E-1,1.997595978E0,9.494007111E0
3.726936375E0,-5.661227417E-1,1.994302826E0,9.482780457E0
3.736958375E0,-5.646258545E-1,2.009720764E0,9.471254425E0
3.746980375E0,-5.692662048E-1,2.001487885E0,9.451345825E0
3.757002375E0,-5.607339478E-1,2.003433838E0,9.447603607E0
3.767024375E0,-5.438191223E-1,1.992805939E0,9.449250183E0
3.777046375E0,-5.631289673E-1,1.979483643E0,9.487420807E0
3.787068375E0,-5.496569824E-1,1.977238312E0,9.511221313E0
3.797090375E0,-5.782475281E-1,1.980232086E0,9.529633026E0
3.807112375E0,-5.566923523E-1,1.991309052E0,9.553882599E0
3.817134375E0,-5.658233643E-1,2.003433838E0,9.561965790E0
3.827156375E0,-5.628295898E-1,1.986668701E0,9.547595673E0
3.837178375E0,-5.571414185E-1,1.977388000E0,9.558822327E0
3.847200375E0,-5.173242188E-1,1.984722748E0,9.525142365E0
3.857222375E0,-5.272036743E-1,1.991159363E0,9.520502014E0
3.867244375E0,-5.631289673E-1,2.001637573E0,9.512568512E0
3.877266375E0,-5.864804077E-1,1.995350647E0,9.518855438E0
3.887288375E0,-5.849835205E-1,1.982627106E0,9.583520966E0
3.897310375E0,-5.755531311E-1,1.967358856E0,9.601184235E0
3.907332375E0,-5.411247253E-1,1.949695587E0,9.625583496E0
3.917354375E0,-4.948709106E-1,1.952539673E0,9.630373535E0
3.927376375E0,-5.113366699E-1,1.975891113E0,9.631720734E0
3.937398375E0,-5.560935974E-1,1.978435822E0,9.640103302E0
3.947420375E0,-5.754034424E-1,1.998943176E0,9.681716766E0
3.957442375E0,-5.459147644E-1,1.989662476E0,9.687404938E0
3.967464375E0,-5.227130127E-1,1.991309052E0,9.662107544E0
3.977487375E0,-4.948709106E-1,1.985620880E0,9.633666687E0
3.987509375E0,-5.056484985E-1,1.976938934E0,9.570198669E0
3.997531375E0,-5.227130127E-1,1.978884888E0,9.553732910E0
4.007553375E0,-5.525010681E-1,1.982327728E0,9.548344116E0
4.017575375E0,-5.360353088E-1,1.957180023E0,9.546996918E0
4.027597375E0,-5.577401733E-1,1.928140411E0,9.593250732E0
4.037619375E0,-5.601351929E-1,1.924098816E0,9.624535675E0
