"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
4.030022250E0,1.743873596E-1,6.817872162E0,1.189082291E1
4.040041250E0,1.597178650E-1,6.204597473E0,1.245619720E1
4.050060250E0,-8.502319336E-2,5.365592194E0,1.327649139E1
4.060079250E0,-4.361929321E-1,4.660109253E0,1.414303940E1
4.070098250E0,-9.728269958E-1,3.883524170E0,1.451052521E1
4.080117250E0,-1.452279968E0,3.198249207E0,1.412822021E1
4.090136250E0,-1.725461884E0,2.866539001E0,1.306782532E1
4.100155250E0,-1.786534882E0,2.605032806E0,1.175295959E1
4.110174250E0,-1.566342773E0,2.535427551E0,1.045156586E1
4.120192250E0,-1.191222839E0,2.634371796E0,9.318871307E0
4.130211250E0,-6.682104492E-1,2.731968842E0,8.526419220E0
4.140230250E0,-1.112187195E-1,2.844235382E0,7.946525116E0
