"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
2.432640250E0,4.430312547E-4,-1.776264980E-4,5.194054102E-4
2.442662250E0,6.046851631E-4,-8.106594905E-4,-6.654349272E-4
2.452683250E0,-7.593198679E-4,-1.645331271E-3,6.618530024E-4
2.462705250E0,-6.048565265E-4,1.460980624E-3,7.404162316E-4
2.472727250E0,-3.130332101E-3,-2.285388298E-3,7.924216916E-4
2.482748250E0,-4.570511810E-4,-1.145555638E-3,5.053329514E-4
2.492770250E0,1.286907471E-3,-7.961848751E-4,5.935585359E-4
2.502791250E0,2.024070593E-3,-3.446030430E-3,-6.642524386E-4
2.512813250E0,-1.224434003E-3,-2.271997742E-3,2.710730769E-5
2.522835250E0,-1.263316139E-3,3.424268216E-4,-1.155336155E-3
2.532856250E0,2.024388872E-3,1.231755130E-3,-4.054941237E-4
2.542878250E0,3.453707322E-3,1.936693676E-3,8.532646461E-5
2.552899250E0,-5.851187161E-4,9.032171220E-4,7.124788826E-4
2.562921250E0,-2.580825530E-4,-2.523278818E-4,1.209957409E-3
2.572942250E0,-3.629978746E-4,-1.651607454E-3,4.180397373E-4
2.582964250E0,1.409602119E-3,-5.352105945E-4,-7.758553838E-4
2.592986250E0,-1.090857666E-3,-4.293136299E-4,-9.372702916E-4
2.603007250E0,-1.029072329E-3,-2.051711082E-3,-1.253653783E-3
2.613029250E0,-6.254829932E-4,3.150589764E-4,2.028264571E-4
2.623050250E0,-6.302766851E-4,-6.527341902E-4,1.873693778E-3
2.633072250E0,-1.840332116E-4,2.043671906E-3,1.281476696E-3
2.643094250E0,2.582387606E-5,1.218358055E-3,5.922506098E-4
2.653115250E0,-1.048743652E-4,-3.338018432E-4,9.628710104E-4
2.663137250E0,-1.188248280E-3,2.458256669E-3,-1.793234376E-3
2.673158250E0,4.191086919E-4,-4.629250616E-4,3.176945029E-4
2.683180250E0,1.922729425E-3,-2.006759867E-3,1.758997212E-3
2.693202250E0,-2.875733888E-3,3.211116418E-4,1.066294382E-3
2.703223250E0,1.951571176E-4,-1.122854650E-3,6.678855279E-4
2.713245250E0,-1.525144326E-4,-1.089965925E-3,-8.484723512E-4
2.723266250E0,4.232609936E-4,-1.648697071E-3,-1.817863085E-3
2.733288250E0,9.073157562E-4,-2.662183717E-3,-1.263651357E-4
2.743309250E0,-5.749997217E-4,1.124831848E-3,1.416404033E-3
2.753331250E0,1.935946988E-3,9.345272556E-4,-1.536287600E-3
2.763353250E0,-1.444669673E-3,3.057550639E-4,1.168418908E-3
2.773374250E0,-1.390052726E-3,-8.677011356E-4,-1.697913278E-3
2.783396250E0,1.236880489E-4,2.162709832E-3,2.330650575E-3
2.793417250E0,2.148896456E-4,1.153505407E-3,-1.234469237E-3
2.803439250E0,2.323047956E-3,-1.806331798E-3,-4.528315330E-4
2.813461250E0,-2.038919134E-3,1.763706096E-3,-2.150601940E-3
2.823482250E0,2.670881338E-3,1.347454265E-3,-2.293347381E-3
2.833504250E0,-1.493802411E-3,3.092960455E-3,8.630332886E-4
2.843525250E0,-2.613129094E-3,1.465768553E-3,-2.706744126E-4
2.853547250E0,1.588032581E-3,8.617797866E-4,-6.611791905E-4
2.863569250E0,3.981322516E-4,6.074486300E-4,9.889154462E-4
2.873590250E0,9.027736087E-5,3.588004038E-4,-2.536360989E-5
2.883612250E0,-6.418256089E-4,9.394250810E-6,1.048649428E-4
2.893633250E0,1.254037372E-3,1.818528399E-4,1.262329402E-3
2.903655250E0,3.283225815E-4,-5.703233182E-5,7.424803916E-4
2.913677250E0,-9.320433019E-4,2.538776025E-4,3.017847775E-4
2.923698250E0,7.023386424E-4,-1.167984679E-3,-1.645347074E-4
2.933720250E0,9.046832565E-4,6.965603679E-4,-5.831376766E-4
2.943741250E0,-2.700371260E-4,1.866753213E-3,-1.098192995E-3
2.953763250E0,3.331703134E-3,5.439398810E-4,-8.964395965E-5
2.963784250E0,1.545519772E-4,6.541954353E-4,1.643008552E-3
2.973806250E0,-3.431896621E-4,-9.227935225E-4,5.649514496E-4
2.983828250E0,-2.200478222E-3,-7.281163707E-4,9.870624635E-4
2.993849250E0,-1.019230695E-3,7.662549615E-4,-1.106415642E-3
3.003871250E0,1.247918350E-3,6.498750299E-4,1.215594355E-3
3.013892250E0,-1.900830190E-3,-8.681286126E-4,-1.154656871E-3
3.023914250E0,-2.763019875E-4,5.862237886E-4,-9.655724280E-4
3.033936250E0,2.289377735E-4,-1.578414813E-3,-1.071034640E-4
3.043957250E0,-2.139677759E-3,-1.674713567E-4,-1.462519285E-4
3.053979250E0,8.945795125E-4,-1.025109552E-3,1.870249631E-3
3.064000250E0,2.266906435E-3,1.161078922E-3,-1.519421814E-3
3.074022250E0,3.643771925E-4,-1.328245737E-3,8.568724152E-4
3.084044250E0,-3.184551140E-3,3.076355904E-3,-7.354316767E-4
3.094065250E0,-4.954054020E-4,-6.618630141E-4,1.082295086E-3
3.104087250E0,-2.457356080E-3,-1.139367931E-3,-1.177252270E-4
3.114108250E0,1.381313195E-3,-1.313565299E-4,-5.832976894E-4
3.124130250E0,-5.173382669E-5,-1.612606458E-3,-1.466668211E-3
3.134152250E0,-1.300864969E-3,-4.894463345E-4,-9.731694008E-4
3.144173250E0,-1.327496488E-3,-8.636210114E-4,1.851379289E-3
3.154195250E0,-8.347322582E-4,-2.819607034E-4,-2.990415785E-3
3.164216250E0,4.624934809E-4,1.151952893E-5,-8.095530793E-4
3.174238250E0,-3.627842525E-4,-5.354490131E-4,2.261986258E-3
3.184260250E0,-1.694631181E-3,-2.294518054E-4,-1.603858313E-3
3.194281250E0,-5.604675389E-4,2.014836296E-3,-5.781165091E-4
3.204303250E0,4.470062850E-4,-1.684561372E-3,-8.691999828E-4
3.214324250E0,-1.286400948E-3,-1.638831571E-3,-2.331455471E-3
3.224346250E0,5.173580139E-4,5.055461079E-4,1.668079989E-3
3.234368250E0,-2.617001068E-3,2.270262688E-3,-4.723878810E-4
3.244389250E0,1.561764744E-3,-4.980927333E-4,9.686485282E-4
3.254411250E0,4.206168524E-4,1.224563457E-3,-4.851606209E-4
3.264432250E0,-1.397122396E-4,-2.281221561E-3,8.245820645E-4
3.274454250E0,3.406796895E-4,-1.291725785E-4,8.074452053E-4
3.284476250E0,-2.928863105E-4,-1.315344125E-3,2.053005621E-3
3.294497250E0,2.827052027E-3,4.422385246E-5,-1.704516588E-3
3.304519250E0,-2.262623166E-4,2.363570966E-3,4.571280442E-5
3.314540250E0,2.235579770E-3,-7.754825056E-4,-1.397278160E-3
3.324562250E0,5.354176974E-4,-1.551261172E-3,-1.815128140E-3
3.334584125E0,-4.488420964E-4,-2.345168032E-3,4.356730497E-4
3.344605125E0,4.036357568E-4,3.022698686E-3,-2.799534937E-3
3.354627125E0,-2.584473405E-4,-6.147585809E-4,1.197509700E-3
3.364648125E0,1.267810352E-3,-3.039833158E-3,8.595545078E-4
3.374670125E0,-2.618268598E-3,1.013435423E-3,4.760241718E-4
3.384692125E0,5.628774525E-4,9.118206799E-5,1.934627653E-4
3.394713125E0,-8.349908749E-4,2.280315384E-3,3.548342211E-4
3.404735125E0,5.477223312E-4,5.311518908E-4,4.448490508E-4
3.414756125E0,1.619304181E-3,2.139915712E-3,6.024135510E-4
3.424778125E0,-4.347919021E-4,1.779057086E-3,2.370864968E-5
3.434800125E0,1.118312473E-3,-2.354172058E-3,-1.102870447E-4
3.444821125E0,-3.376377281E-4,-1.258281060E-3,-3.350578481E-4
3.454843125E0,2.696543816E-4,6.174268201E-4,-1.525543921E-4
3.464864125E0,-5.860193050E-4,1.380573958E-4,-8.250025567E-4
3.474886125E0,1.456633676E-3,1.387055963E-4,6.913677207E-4
3.484908125E0,-1.888563042E-3,1.323013566E-3,3.968221135E-4
3.494929125E0,-2.801823197E-3,1.750886440E-3,-1.587022562E-3
3.504951125E0,-2.838044311E-4,-2.459511161E-4,1.365753706E-4
3.514972125E0,-2.849156735E-4,-1.574411988E-3,-1.539859455E-3
3.524994125E0,-4.028937255E-4,-1.819688827E-3,1.549407374E-3
3.535016125E0,1.265530009E-4,1.158804633E-3,-1.054361346E-4
3.545037125E0,-7.751933299E-4,1.324219629E-4,1.522820559E-3
3.555059125E0,-2.036159858E-4,-4.200972617E-4,-1.006009988E-4
3.565080125E0,1.431298559E-3,1.721350476E-3,-1.634516229E-4
3.575102125E0,-9.158938774E-4,-1.501770690E-3,-5.446390714E-4
3.585124125E0,5.775784302E-5,-2.428945154E-4,-1.295384252E-3
3.595145125E0,-1.919649425E-3,6.113238633E-4,5.541326245E-4
3.605167125E0,-3.766139271E-4,1.072850078E-3,-8.742287173E-5
3.615188125E0,5.529665505E-4,-6.128009409E-4,1.796391560E-3
3.625210125E0,6.472424138E-4,-2.785744146E-4,5.385807017E-4
3.635232125E0,2.277965395E-4,7.576746866E-4,6.723121624E-5
3.645253125E0,-1.509649679E-3,-2.043438144E-3,2.234245185E-3
3.655275125E0,-1.805673470E-3,-6.612231955E-4,1.678418252E-3
3.665296125E0,4.646713205E-4,1.678187400E-4,-6.867350312E-4
3.675318125E0,1.125514507E-3,4.981504753E-4,9.897584096E-4
3.685340125E0,1.775059500E-3,8.512856439E-4,4.813608830E-4
3.695361125E0,-1.504428918E-3,-2.503562719E-4,1.160186483E-3
3.705383125E0,-1.139309490E-3,-1.960371621E-3,-5.346491816E-4
3.715404125E0,-9.984531207E-4,-5.307719111E-4,-6.614204030E-4
3.725426125E0,-3.702133836E-4,-7.456885651E-4,-8.138394332E-5
3.735448125E0,5.498545943E-4,8.532563224E-4,-6.906824419E-4
3.745469125E0,1.182355336E-3,3.648325801E-4,2.605987247E-4
3.755491125E0,-7.025328232E-4,-1.355933025E-3,-4.319098371E-4
3.765512125E0,2.643995453E-3,1.639407128E-5,1.225603046E-4
3.775534125E0,5.629972438E-4,5.340976641E-4,-1.546999905E-3
